O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
11-2011.00,Advertising and Promotions Managers,Microsoft Word,2.E.4.d,Word processing software,Y,N
11-2011.00,Advertising and Promotions Managers,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N
11-2011.00,Advertising and Promotions Managers,PaloAlto Advertising Plan Pro,2.E.6.f,Data base user interface and query software,N,N
11-2011.00,Advertising and Promotions Managers,Pinterest,2.E.6.h,Information retrieval or search software,N,N
11-2011.00,Advertising and Promotions Managers,Quark enterprise publishing software,2.E.4.k,Desktop publishing software,N,N
11-2011.00,Advertising and Promotions Managers,Relex Weibull,2.E.9.d,Analytical or scientific software,N,N
11-2011.00,Advertising and Promotions Managers,Salesforce software,2.E.6.c,Customer relationship management CRM software,Y,N
11-2011.00,Advertising and Promotions Managers,SAP software,2.E.2.b,Enterprise resource planning ERP software,Y,N
11-2011.00,Advertising and Promotions Managers,Scheduling software,2.E.4.h,Calendar and scheduling software,N,N
11-2011.00,Advertising and Promotions Managers,Social media software,2.E.4.g,Web page creation and editing software,N,N
11-2011.00,Advertising and Promotions Managers,Structure query language SQL,2.E.6.f,Data base user interface and query software,N,N
11-2011.00,Advertising and Promotions Managers,Tableau,2.E.6.m,Business intelligence and data analysis software,Y,N
11-2011.00,Advertising and Promotions Managers,Twitter,2.E.16.d,Instant messaging software,N,N
11-2011.00,Advertising and Promotions Managers,Vimeo,2.E.4.c,Video creation and editing software,N,N
11-2011.00,Advertising and Promotions Managers,Web browser software,2.E.10.e,Internet browser software,N,N
11-2011.00,Advertising and Promotions Managers,WebTrends Analytics,2.E.9.d,Analytical or scientific software,N,N
11-2011.00,Advertising and Promotions Managers,Webtrends software,2.E.1.l,Sales and marketing software,N,N
11-2011.00,Advertising and Promotions Managers,WordPress,2.E.4.g,Web page creation and editing software,Y,N
11-2011.00,Advertising and Promotions Managers,YouTube,2.E.4.c,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Adobe Acrobat,2.E.5.b,Document management software,Y,N
11-2021.00,Marketing Managers,Adobe Acrobat Reader,2.E.5.b,Document management software,N,N
11-2021.00,Marketing Managers,Adobe ActionScript,2.E.7.b,Development environment software,N,N
11-2021.00,Marketing Managers,Adobe After Effects,2.E.4.c,Video creation and editing software,Y,N
11-2021.00,Marketing Managers,Adobe Creative Cloud software,2.E.4.b,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Adobe Dreamweaver,2.E.4.g,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Adobe Illustrator,2.E.4.b,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Adobe InDesign,2.E.4.k,Desktop publishing software,Y,N
11-2021.00,Marketing Managers,Adobe Photoshop,2.E.4.b,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,AdSense Tracker,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,AEC Software FastTrack Schedule,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Airtable,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Amazon Redshift,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Amazon Web Services AWS software,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Apache Cassandra,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Hadoop,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Hive,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Apache Pig,2.E.6.d,Data base management system software,N,N
11-2021.00,Marketing Managers,Apache Solr,2.E.6.d,Data base management system software,N,N
11-2021.00,Marketing Managers,Apple Final Cut Pro,2.E.4.c,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Apple Keynote,2.E.4.f,Presentation software,N,N
11-2021.00,Marketing Managers,Apple macOS,2.E.13.c,Operating system software,Y,N
11-2021.00,Marketing Managers,Armand Morin MultiTrack Generator,2.E.6.l,Transaction server software,N,N
11-2021.00,Marketing Managers,Asana,2.E.16.i,Cloud-based data access and sharing software,Y,N
11-2021.00,Marketing Managers,Atlassian Confluence,2.E.1.e,Project management software,Y,N
11-2021.00,Marketing Managers,Atlassian JIRA,2.E.5.a,Content workflow software,Y,Y
11-2021.00,Marketing Managers,Blackbaud The Raiser's Edge,2.E.6.c,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,C,2.E.7.b,Development environment software,Y,N
11-2021.00,Marketing Managers,Canva,2.E.4.b,Graphics or photo imaging software,Y,N
11-2021.00,Marketing Managers,Cascading style sheets CSS,2.E.7.h,Web platform development software,Y,N
11-2021.00,Marketing Managers,Citrix cloud computing software,2.E.12.a,Access software,N,N
11-2021.00,Marketing Managers,ClearEDGE,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Constant Contact,2.E.6.c,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Database reporting software,2.E.6.e,Data base reporting software,N,N
11-2021.00,Marketing Managers,Database software,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Databox,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Delphi Technology,2.E.2.d,Financial analysis software,N,N
11-2021.00,Marketing Managers,Dropbox,2.E.16.i,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Drupal,2.E.7.h,Web platform development software,N,N
11-2021.00,Marketing Managers,Dynamic hypertext markup language DHTML,2.E.7.h,Web platform development software,N,N
11-2021.00,Marketing Managers,Eko,2.E.10.b,Desktop communications software,N,N
11-2021.00,Marketing Managers,Elasticsearch,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Evernote,2.E.4.d,Word processing software,N,N
11-2021.00,Marketing Managers,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N
11-2021.00,Marketing Managers,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N
11-2021.00,Marketing Managers,Facebook,2.E.4.g,Web page creation and editing software,Y,N
11-2021.00,Marketing Managers,Figma,2.E.7.d,Graphical user interface development software,Y,N
11-2021.00,Marketing Managers,FileMaker Pro,2.E.6.f,Data base user interface and query software,N,N
11-2021.00,Marketing Managers,Flipgrid,2.E.4.c,Video creation and editing software,N,N
11-2021.00,Marketing Managers,Fund accounting software,2.E.2.a,Accounting software,N,N
11-2021.00,Marketing Managers,GitHub,2.E.10.a,Application server software,Y,N
11-2021.00,Marketing Managers,Google Ads,2.E.1.l,Sales and marketing software,N,N
11-2021.00,Marketing Managers,Google Analytics,2.E.6.g,Data mining software,Y,N
11-2021.00,Marketing Managers,Google Docs,2.E.4.d,Word processing software,Y,N
11-2021.00,Marketing Managers,Google Drive,2.E.16.i,Cloud-based data access and sharing software,N,N
11-2021.00,Marketing Managers,Google Looker Analytics,2.E.6.m,Business intelligence and data analysis software,Y,N
11-2021.00,Marketing Managers,Google Meet,2.E.16.b,Video conferencing software,N,N
11-2021.00,Marketing Managers,Google Slides,2.E.4.f,Presentation software,N,N
11-2021.00,Marketing Managers,HubSpot software,2.E.1.l,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N
11-2021.00,Marketing Managers,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,IBM Domino,2.E.12.b,Communications server software,N,N
11-2021.00,Marketing Managers,IBM InfoSphere DataStage,2.E.7.c,Enterprise application integration software,N,N
11-2021.00,Marketing Managers,IBM Notes,2.E.16.a,Electronic mail software,N,N
11-2021.00,Marketing Managers,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N
11-2021.00,Marketing Managers,IBM SPSS Statistics,2.E.9.d,Analytical or scientific software,Y,N
11-2021.00,Marketing Managers,Instagram,2.E.4.g,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,Intuit QuickBooks,2.E.2.a,Accounting software,Y,N
11-2021.00,Marketing Managers,JamBoard,2.E.4.b,Graphics or photo imaging software,N,N
11-2021.00,Marketing Managers,JavaScript,2.E.7.h,Web platform development software,Y,N
11-2021.00,Marketing Managers,Jupyter Notebook,2.E.7.e,Object or component oriented development software,N,N
11-2021.00,Marketing Managers,Kapwing,2.E.4.c,Video creation and editing software,N,N
11-2021.00,Marketing Managers,LAMP Stack,2.E.7.h,Web platform development software,N,N
11-2021.00,Marketing Managers,LexisNexis,2.E.6.h,Information retrieval or search software,N,N
11-2021.00,Marketing Managers,LinkedIn,2.E.4.g,Web page creation and editing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToMeeting,2.E.16.b,Video conferencing software,N,N
11-2021.00,Marketing Managers,LogMeIn GoToWebinar,2.E.16.c,Network conferencing software,N,N
11-2021.00,Marketing Managers,Lyris HQ Web-Analytics Solution,2.E.9.d,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Marketo Marketing Automation,2.E.1.l,Sales and marketing software,Y,N
11-2021.00,Marketing Managers,MarketSharp,2.E.6.c,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,McAfee,2.E.14.d,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,Mentimeter,2.E.4.f,Presentation software,N,N
11-2021.00,Marketing Managers,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Azure software,2.E.7.b,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
11-2021.00,Marketing Managers,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
11-2021.00,Marketing Managers,Microsoft Outlook,2.E.16.a,Electronic mail software,Y,N
11-2021.00,Marketing Managers,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
11-2021.00,Marketing Managers,Microsoft Project,2.E.1.e,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Publisher,2.E.4.k,Desktop publishing software,N,N
11-2021.00,Marketing Managers,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
11-2021.00,Marketing Managers,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Microsoft Teams,2.E.1.e,Project management software,Y,N
11-2021.00,Marketing Managers,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N
11-2021.00,Marketing Managers,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N
11-2021.00,Marketing Managers,Microsoft Word,2.E.4.d,Word processing software,Y,N
11-2021.00,Marketing Managers,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Minitab,2.E.9.d,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,MySQL,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Nearpod,2.E.8.e,Multi-media educational software,N,N
11-2021.00,Marketing Managers,Nedstat Sitestat,2.E.9.d,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,NetSuite ERP,2.E.2.b,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N
11-2021.00,Marketing Managers,NoSQL,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Online advertising reporting software,2.E.9.d,Analytical or scientific software,N,N
11-2021.00,Marketing Managers,Oracle Beehive,2.E.1.i,Expert system software,N,N
11-2021.00,Marketing Managers,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N
11-2021.00,Marketing Managers,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
11-2021.00,Marketing Managers,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N
11-2021.00,Marketing Managers,Oracle Eloqua,2.E.6.c,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N
11-2021.00,Marketing Managers,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N
11-2021.00,Marketing Managers,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N
11-2021.00,Marketing Managers,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N
11-2021.00,Marketing Managers,Oracle Siebel Server Sync,2.E.6.c,Customer relationship management CRM software,N,N
11-2021.00,Marketing Managers,Padlet,2.E.8.b,Computer based training software,N,N
