O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
11-3013.00,Facilities Managers,2.A.2.a,Critical Thinking,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.2950,2.5467,3.7033,N,,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.b,Active Learning,LV,Level,3.12,8,0.2950,2.5467,3.7033,N,N,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.2673,2.4762,3.5238,N,,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.c,Learning Strategies,LV,Level,3.25,8,0.2500,2.7600,3.7400,N,N,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2024,Analyst
11-3013.00,Facilities Managers,2.A.2.d,Monitoring,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,08/2024,Analyst
11-3013.01,Security Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.b,Active Listening,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.c,Writing,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.d,Speaking,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.e,Mathematics,IM,Importance,2.50,8,0.3273,1.8584,3.1416,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.e,Mathematics,LV,Level,2.38,8,0.4605,1.4724,3.2776,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.f,Science,IM,Importance,1.38,8,0.1830,1.0164,1.7336,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.1.f,Science,LV,Level,0.38,8,0.1830,0.0164,0.7336,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.a,Critical Thinking,IM,Importance,4.25,8,0.2500,3.7600,4.7400,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.a,Critical Thinking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.b,Active Learning,IM,Importance,3.62,8,0.2631,3.1094,4.1406,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.b,Active Learning,LV,Level,3.62,8,0.3239,2.9902,4.2598,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.c,Learning Strategies,IM,Importance,3.38,8,0.2631,2.8594,3.8906,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.c,Learning Strategies,LV,Level,3.50,8,0.3273,2.8584,4.1416,N,N,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2025,Analyst
11-3013.01,Security Managers,2.A.2.d,Monitoring,LV,Level,4.62,8,0.2631,4.1094,5.1406,N,N,08/2025,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.c,Writing,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.d,Speaking,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.e,Mathematics,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.e,Mathematics,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.f,Science,IM,Importance,1.75,8,0.1637,1.4292,2.0708,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.1.f,Science,LV,Level,1.38,8,0.3239,0.7402,2.0098,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.a,Critical Thinking,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.b,Active Learning,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.b,Active Learning,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.c,Learning Strategies,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.c,Learning Strategies,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.d,Monitoring,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2016,Analyst
11-3021.00,Computer and Information Systems Managers,2.A.2.d,Monitoring,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,07/2016,Analyst
11-3031.00,Financial Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.a,Reading Comprehension,LV,Level,4.38,8,0.2631,3.8594,4.8906,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.b,Active Listening,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.c,Writing,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.d,Speaking,LV,Level,4.12,8,0.2266,3.6809,4.5691,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.e,Mathematics,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.e,Mathematics,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.f,Science,IM,Importance,1.25,8,0.1637,1.0000,1.5708,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.1.f,Science,LV,Level,0.25,8,0.1637,0.0000,0.5708,N,Y,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.a,Critical Thinking,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.b,Active Learning,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.b,Active Learning,LV,Level,4.00,8,0.2673,3.4762,4.5238,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.1890,2.6296,3.3704,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.c,Learning Strategies,LV,Level,3.38,8,0.2631,2.8594,3.8906,N,N,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.2500,3.2600,4.2400,N,,08/2022,Analyst
11-3031.00,Financial Managers,2.A.2.d,Monitoring,LV,Level,4.12,8,0.3504,3.4383,4.8117,N,N,08/2022,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.a,Reading Comprehension,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.b,Active Listening,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.c,Writing,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.c,Writing,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.d,Speaking,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.e,Mathematics,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.e,Mathematics,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.a,Critical Thinking,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.b,Active Learning,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.d,Monitoring,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
11-3031.01,Treasurers and Controllers,2.A.2.d,Monitoring,LV,Level,4.62,8,0.2631,4.1094,5.1406,N,N,08/2026,Analyst
11-3031.03,Investment Fund Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.2673,3.4762,4.5238,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.a,Reading Comprehension,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.b,Active Listening,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.c,Writing,IM,Importance,3.62,8,0.3239,2.9902,4.2598,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.c,Writing,LV,Level,3.88,8,0.2950,3.2967,4.4533,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.d,Speaking,LV,Level,4.12,8,0.2266,3.6809,4.5691,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.e,Mathematics,IM,Importance,3.38,8,0.2631,2.8594,3.8906,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.e,Mathematics,LV,Level,3.62,8,0.3239,2.9902,4.2598,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.f,Science,IM,Importance,1.00,8,0.0000,1.0000,1.0000,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.1.f,Science,LV,Level,0.00,8,0.0000,0.0000,0.0000,N,Y,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.3273,3.3584,4.6416,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.b,Active Learning,IM,Importance,3.75,8,0.3134,3.1358,4.3642,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.b,Active Learning,LV,Level,3.88,8,0.2950,3.2967,4.4533,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.2950,2.2967,3.4533,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.d,Monitoring,IM,Importance,3.50,8,0.2673,2.9762,4.0238,N,,07/2014,Analyst
11-3031.03,Investment Fund Managers,2.A.2.d,Monitoring,LV,Level,4.00,8,0.3273,3.3584,4.6416,N,N,07/2014,Analyst
11-3051.00,Industrial Production Managers,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.c,Writing,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.c,Writing,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.e,Mathematics,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.e,Mathematics,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.f,Science,IM,Importance,1.62,8,0.1830,1.2664,1.9836,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.1.f,Science,LV,Level,1.12,8,0.3504,0.4383,1.8117,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.b,Active Learning,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.b,Active Learning,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.c,Learning Strategies,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.c,Learning Strategies,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
11-3051.00,Industrial Production Managers,2.A.2.d,Monitoring,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2021,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.a,Reading Comprehension,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.b,Active Listening,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.c,Writing,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.c,Writing,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.e,Mathematics,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.e,Mathematics,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.f,Science,IM,Importance,2.25,8,0.1637,1.9292,2.5708,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.1.f,Science,LV,Level,2.25,8,0.2500,1.7600,2.7400,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.a,Critical Thinking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.a,Critical Thinking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.b,Active Learning,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.b,Active Learning,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.c,Learning Strategies,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.c,Learning Strategies,LV,Level,3.38,8,0.1830,3.0164,3.7336,N,N,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.d,Monitoring,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2022,Analyst
11-3051.01,Quality Control Systems Managers,2.A.2.d,Monitoring,LV,Level,4.50,8,0.1890,4.1296,4.8704,N,N,08/2022,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.a,Reading Comprehension,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.b,Active Listening,IM,Importance,3.62,8,0.2631,3.1094,4.1406,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.b,Active Listening,LV,Level,3.62,8,0.3239,2.9902,4.2598,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.c,Writing,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.c,Writing,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.d,Speaking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.d,Speaking,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.e,Mathematics,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.e,Mathematics,LV,Level,3.75,8,0.3134,3.1358,4.3642,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.f,Science,IM,Importance,2.38,8,0.2631,1.8594,2.8906,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.1.f,Science,LV,Level,2.50,8,0.5669,1.3888,3.6112,Y,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.b,Active Learning,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.b,Active Learning,LV,Level,3.25,8,0.2500,2.7600,3.7400,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.c,Learning Strategies,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.c,Learning Strategies,LV,Level,3.38,8,0.2631,2.8594,3.8906,N,N,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.d,Monitoring,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2011,Analyst
11-3051.02,Geothermal Production Managers,2.A.2.d,Monitoring,LV,Level,4.38,8,0.3750,3.6400,5.1100,N,N,07/2011,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.2673,3.4762,4.5238,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.b,Active Listening,IM,Importance,3.75,8,0.2500,3.2600,4.2400,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.b,Active Listening,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.c,Writing,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.c,Writing,LV,Level,3.50,8,0.1890,3.1296,3.8704,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.d,Speaking,IM,Importance,3.62,8,0.2631,3.1094,4.1406,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.d,Speaking,LV,Level,4.00,8,0.2673,3.4762,4.5238,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.e,Mathematics,IM,Importance,3.00,8,0.2673,2.4762,3.5238,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.e,Mathematics,LV,Level,3.25,8,0.2500,2.7600,3.7400,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.f,Science,IM,Importance,3.00,8,0.3273,2.3584,3.6416,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.1.f,Science,LV,Level,3.50,8,0.3780,2.7592,4.2408,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.2.a,Critical Thinking,LV,Level,3.88,8,0.2950,3.2967,4.4533,N,N,07/2016,Analyst
11-3051.03,Biofuels Production Managers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,07/2016,Analyst
